"Text_Review"
"Not Verified |  Since I never received a Boarding Pass due to no one being at the counter to fly back to Montreal, it can not be a verified review unless I use the one on 8 November, 2019 which had the same issues except I didn't miss my flight. You see Porter Airlines on has someone at the counter for 1 hr prior to the flight and that is the only way you can receive your boarding pass, which is a ridiculous practice and I can not imagine that this policy serves them well. On November 10, 2019 I arrived at Dulles Airport 55 minutes prior to my departure time due to a traffic incident. I go to the counter to find it empty and no one to give me a boarding pass, I called their customer service no. to be received by a very rude person stating that I should have been there one hour ahead of my flight, which I would have if not stuck on the 95 in Washington DC, I was 5 minutes short. You can not use a kiosk to get your boarding pass and you can not get a mobile boarding pass. I had to buy another flight on another airline in a different airport to get back home. In Montreal I was 2 hrs early for my flight and again no one was at the counter, and even though I was early I had to stand there waiting for someone to come to work at Porter to get a boarding pass, so instead of getting through security and customs a bit early I was rushed and running to my gate. I will never use this airline again."
"✅ Trip Verified |  Montreal to Boston via Toronto in August 2019. There was a delay from Montréal so we missed the flight to Boston because we had a stop in Toronto. As soon as we arrived to Toronto they were professional and suggested a hotel room in order to take the flight the day after, but we have to pay the taxi and we will be refunded. I did so and I sent them all the bills. I’m still waiting, I haven’t received anything and their response in the email is always the same : we are sorry."
"Not Verified |  Toronto to Montreal. I have a hearing disability and after a miscommunication and missed flight (which happens often for me, no fault of anyone's) the extent that the staff went to after understanding my hearing disability was incredible. An agent collected me from the restaurant and brought me to the boarding gate, was personable and relatable, most importantly authentic. I truly felt appreciated. Even as I was sat in my seat I was offered water, Jessica and Bianca (I believe) treated me like I mattered and I have never found that elsewhere. I'm so grateful to get home later than I hoped but have this experience in exchange. Customer service that other airlines simply don't have. "
"Not Verified | Timmins to Ottawa via Toronto. Having flown a week before with Porter under the basic airfare, I assumed the same bag containing the same things would be acceptable for my return flight. I was told when checking in that I would need to pay an extra 50$ for my bag as it was over the capacity for a personal item. I explained the situation and was told I would have to pay the 50$ to take my bag as they must not have checked my bag thoroughly enough leaving Ottawa. It's important to note I have been flying with Porter for over 3 years, flying approximately 10 times a year, with the same bag and this has been the first time it has been an issue. Luckily Air Canada still offers a personal item and a carry on for a cheaper rate. As such I will be flying Air Canada from now on."
"Not Verified | Halifax to Toronto via Montreal. Brutal baggage fees on this airline and very rude ground staff. Charged me $51 dollars for a small backpack that fit no problem in the overhead bin. I don’t pay that much to check a bag to go to Europe. Thank goodness there is a choice as I will never fly this airline again. They simply don’t care about their customers which seems like a bizarre way to run a business."
"✅ Trip Verified | Newark to Toronto. Lovely flight, friendly flight attendants. I particularly like the leather seats and cabin ambience. The free beer and snacks were unexpected. I have to say, after completing a ‘red-eye’ from Oregon earlier that morning I was pleasantly surprised. Thank you, Porter."
"✅ Trip Verified |  Windsor to Toronto. Terrible customer service. Worst experience. They charged us 50$ for one bag because we couldn’t fit it into our other bags."
"✅ Trip Verified | Halifax to Montreal. Waited 1 hour and 15 minutes for my luggage. The porter representatives told me they wait for all their flights to come in before realeasing the checked in luggage. Spoke to a representative on their Facebook chat and they seem to not care about their service and did not respond not even a sorry for the inconvenience. Not normal to see the Air Canada flight come in 30 minutes after I landed and they got their luggage within 10 minutes! I will never fly this airline again never! For the same price I’ll book AC next time for my upcoming trips!"
"Not Verified |  Flew Ottawa to Halifax. My wife and I want to acknowledge the fantastic care we received from an employee of Porter Airlines, who helped us so much at a very difficult moment at the airport in Halifax. The other agents also took great care to change our tickets that could suit my medical condition after I suffered from an unbearable migraine while landing onto Halifax airport. Thank you."
"✅ Trip Verified |  Ottawa to Saint John. We purchased tickets, costing over $1300 and due to a medical emergency we had to cancel our vacation. Porter Airlines did not refund our money, charged us a cancellation fee and gave us a credit that is basically unusable. Do not fly Porter Airlines"
"✅ Trip Verified |  Montréal to Toronto. The customer service is rude and they lied about the size of carry-on luggage so they can charge you more money. They charge you small carry on luggage as long as the luggages have wheels. In the end you will pay more than any other airlines."
"✅ Trip Verified |  Windsor to Toronto. Worst customer service when checking in bags. The website lies about the size of the carry on bags. The staff that take care of check ins are very arrogant and rude as if they are paying out of their pocket for your flight. I will never recommend this airline."
"✅ Trip Verified |  A colleague and I took a plane from Sault Ste. Marie, Ontario to Billy Bishop Airport in Toronto. We boarded the plane at 5:40 pm. Estimated time of arrival was 7:00 pm. We first realized something was up when the plane began descending and shortly after it ascended. This happened several times. No one informed us as to what was happening until a short time later. An announcement was made that they were having difficulty landing and that they were low on fuel and had to take us to Hamilton Airport. We finally landed in Hamilton at approximately 8:10 pm. We were informed that a shuttle bus would take us to Billy Bishop Airport. Slowly people were getting discouraged and began taking cabs back to Toronto. At 9:40 pm. I approached an individual who said he was overseeing the ""incident"" and then announced to me that the shuttle bus would be another hour. There were only a handful of people left at that time. We gave up waiting. We were tired and hungry. No offer of coffee or anything of that nature. Many were disappointed and frustrated. Some had tickets for the Raptors game. They basically dropped us at the airport and left us in the lurch. So much for customer service."
"✅ Trip Verified |  Toronto to Montreal. I had an otherwise great experience with Porter. The flight attendants, customer service people, etc. were very polite. However, I booked a basic trip and I booked this through cheapoair. Little to my knowledge, a proper carry on is not included and I was charged a fee when I arrived to the gate which I couldn't help but pay (I can't leave my carry on behind obviously). I would have been completely fine with that - I understand that airlines are increasing fees, it is part of the state of the economy. However, I was not made aware of this  on cheapoair's website. A customer service agent (when I made a complaint) told me that Porter's website and cheapoair both warn you but when I tried to book the same basic fare on Porter website in fact it did warn me and very specifically (no carry on etc.). Cheapoair just said ""only a 20 ib personal item"" - well my carry on was extremely small and less than 20 pounds. Honestly, I wouldn't mind any of this but when I complained about it with Porter and I sent them the screenshots and the difference between the warnings on Cheapoair and Porter, they did nothing. That alone means that I will likely never fly porter again."
"✅ Trip Verified |  Toronto to Boston. On the first leg of the journey, the gate agent indicated he would call ahead to hold the plane due to a long line at security. He apparently did not as five passengers did not make the flight. On the return flight, the gate agent indicated a carry on baggage fee was applicable which I disputed. Once through security, two managers followed me and then had my name called not for passport check but to ransom carry on baggage fee. Very poor customer service"
"✅ Trip Verified |  The on board service was great - smiling flight attendants. However, we dealt with an unforeseen circumstance on the day that we were flying. My wife and I were at the boarding gate waiting for our flight. She was very unwell and I had to bring her to the emergency. As much as I understand that we had booked on a special fare, we were at the boarding gate and my wife was unwell. To add fuel to the fire, I realized that my cellphone accidentally fell off my pocket and it was in the car rental that I returned at the airport. It was too late for me to board that flight. The Porter Airlines employee at the check in desk showed no empathy or compassion  about the circumstance and instead just reiterated about the change fee policy in a grouchy tone! I understand that we were on a special fare. However, it did not cost the airline anything to put us on to the next flight where there were lots of seats available given the fact that the reservation was directly booked through the Porter Airlines website. The airline employee chose to stick to the company policy and not show any compassion to a valuable customer and generate that goodwill. Porter has two lost customers due to this!"
"✅ Trip Verified |  Halifax to Ottawa. There was a $10 difference in standard vs basic and I chose to book basic. They charged me $39 not $25 for my golf bag and then told me instead of my 2 carry ons I was not allowed a carry on, only a personal item. I asked if a back pack could be my personal item and the guy gave me dimensions - when asked if an average sized back pack can be a personal item he said I don't know the size of an average backpack. "
"✅ Trip Verified |  The worst staff attitude ever. I was on my way from US to Montreal via Toronto and forgot my portable charger in the NY to Toronto flight with 2 credit cards on the backside of it. As soon as I was at security check for my connecting flight to Montreal, I realised it and informed the porter desk in the lounge. They called the aircraft staff and got to know that they found the stuff. Since I had a flight in next 15 minutes, they told me to jump on the flight and that they would send my stuff in the next flight which was just after 30 mins of this flight. They asked me to speak with the portal staff in Montreal. I contacted their staff at the Montreal airport and they said we did not get any message about any such suff left. I said pls check my file and that they would put the note on my file as they assured me at the Toronto airport. The lady did not even bother to check this and asked me to wait for 30 mins till the next flight arrives. I waited for almost 40 mins and then asked the lady again so she said she is going to check on the flight which just arrived. She comes after another 10 mins and does not even bother to inform me as to whether she found it or not. I go to her again and she carelessly says that they havent sent anything in this flight. I told her that I have my 2 credit cards in it and no cash left. She suggested me to contact the manager in the departure area. When I went there, the manager contacted the staff at Toronto airport and he was continually asking me to whom I got in touch with at the Toronto airport. I said I did not ask the name. He said that he is not able to know whom I contacted and that they dont know whether they found my stuff? I said that I am sure that they had found it and they were going to send that in the next flight. Finally, they just gave me a recipe of lost stuff and asked me to wait for a call. "
"✅ Trip Verified | Out of all the many times I've flown and traveled, I must say Porter Airlines is by far the worst way to travel. During the Easter weekend after purchasing a one way nonstop flight from Toronto to Thunder Bay for almost $500, a week in advance, my flight was at the very last minute changed to a 6 hours flight that made a stop in Sue Saint Marie. Considering my driver was stuck waiting for 4 hours and I was not alerted about the flight change until boarding the plane, they offered me no compensation at all and told me that the case is closed and I should be happy that they were able to get to the people to Sue Saint Marie in time for Easter. So they forced me to be late so others could be on time even though I paid to be on time, a one way nonstop flight which I did not get. So if you're looking to get what you paid for, not get ripped off, and get good customer service, I would suggest you pick a different airline as they cant not provide any of the above. Worst customer service ever. Worst flight ever."
"✅ Trip Verified |  Montreal to Thunder Bay via Toronto. Todd and Sandra were very helpful today and I wanted to point their efforts out. Flight was delayed/cancelled after boarding due to a mistake of a loading dock staff’s part. Todd was pleasant & calm in booking me & my travelling partners on a new flight. Sandra was a joy to deal with too. Thanks in part to them, our delayed experience was pleasant."
"Not Verified |  Chicago to Toronto with Porter Airlines. I paid premium for my flight and the agent charged me $39 for a carry on bag. She insisted I have to check it in. I fly with this on all airlines."
"✅ Trip Verified |  Toronto to Newark. If you want to depart at 6, get a ticket for 4. It is not only impossible for this airline to leave on time, they do not communicate delays. Of course, no one expects much from airlines, but the level of sheer disrespect to customers by Porter is out of control. If you’re returning to Toronto in the evening, that delay might cause you to be rerouted with no compensation. Horrible customer service, avoid if possible.It is surely a first world complaint, but few things cause me as much annoyance as porter airlines."
"✅ Trip Verified |  I have traveled Porter many times from their inception. I have seen them grow and have participated in my of their growing pains. I was also very thrilled with the level of service I received and was impressed by the friendliness of the Air Hostesses. The ground staff - though not always pleasant were never rude. The reason for my review this time is the appalling Basic Economy Structure I was surprised with. They charge you $39.40 or something when you try to check in. This should have been made clear when I first booked the ticket and should not have been a surprise item. This was particularly painful because I had the onward journey with Air Canada and the return with Porter. With the new facelift of the terminal Porter niceties are gone - like free coffee and cookies etc. Now a breakfast sandwich costs $15.99. I am all for paying for convenience but this in my opinion is a ripoff. I am happy to note the rest of the service remains the same."
"✅ Trip Verified |  Montreal to Toronto. Not happy with the service. Porter airlines advertises cheap prices but then surprise you with extra fees for carry on bags. Don’t fool yourselves, it’s not actually as cheap as they say. Air Canada is way better and better service. This is my first and last time flying with Porter."
"Not Verified |  Porter has fallen from the level of service and quality it once had. YOW lounge permanently closed. Cheapest fares (basic) now do not include a carry-on, and their definition of ""personal item"" is very narrow. I paid for the carry-on allowed fare, and was told that my bag was over the 9kg limit for carry on. These are not practices of a premium or comfort airline. These are practices I haven't encountered since I flew super discount airlines in Southeast Asia. Flight was delayed almost two hours because crew was late. Upon landing at YTZ, we had to wait 15 minutes because another plane was at our gate. Then it was another 15 minutes to wait for carry on luggage to be released because they were short staffed that night. So much for ""flying refined""..."
"✅ Trip Verified |  Toronto to Montreal. They have completely changed over the last five years I will never use them again. They rip you off on your baggage fee if you don’t book it online. However they don’t tell you that!! When you arrive at the airport you cannot book your baggage charge on a separate booking station you have to wait for over one hour to speak to aN airline associate. I had to wait over one hour in the line up because their was only one person serving hundreds of people flying out yesterday. Then when I got to the line up she charged me over $44 for my baggage fee! On the way down I flew with westjet who charged me $30 On top of everything else, I had to ask this associate four times to give me a receipt and to return my photo Id. They use to be the best airline, Use air Canada or west jet in the future"
"✅ Trip Verified | Toronto to Washington. The good days are over (from a customer perspective)! I've been flying Porter for years, literally the day after they opened the Toronto-Washington route in 2011. Everything was fantastic until they reached a critical mass, and they sold the airport to an external investor. No more free coffee and snacks in the lounge, overall service is terrible, check-in staff is now just as indifferent as with any other major airline (maybe also as a result of a looming first time strike, as they protest bad management and disappearing benefits), price and frequent flyer structure is far less attractive than it used to be. Don't get me wrong: Porter is not worse than any other (North American) Airline, but they used to be so much better in almost all areas, and they are now just the same. I used to feel special based on how they treated me (even without their ""VIP"" program), now I have the same stupid cattle feeling as I have flying any other major airline. Growth and prosperity is certainly desirable, and I saw how Porter developed over the last few years. Unfortunately it has slowly followed the trend of most other carriers, and I have no incentive anymore to choose Porter. It's just too bad."
"✅ Trip Verified |  Newark to Toronto. I am appalled how bad this airline is. Loud prop planes with no TVs and not even wifi. But worse is the fact that a huge snowstorm was hitting the day I was due to return and they don't wave change fees in advance like  other airline. They only wave change fees if your flight is canceled or delayed significantly which means everyone is left scrambling the day off a major weather event. This is especially galling for an airline that operates out of a city that gets its share of winter weather."
"✅ Trip Verified |  I have never received such terrible customer service in my life. My flight from Moncton to Ottawa was cancelled due to weather conditions (understandable) and I was sent an email asking not to contact Porter, stating that they would contact me with the next available flight information. I waited for hours and heard nothing from them. I ended up heading to the airport in hopes that I would be able to get on to the next flight that was going out. When I was told no, I asked when the next available flight was and they told me 8 days from when I was supposed to fly out,they told me I should have phoned them because everyone else did and they were able to get onto the next outgoing flights. Though, the email stated not to contact them. And apparently, they had no intention on contacting me either. They just hoped I would find another way home and they would get to keep my money. I ended up having to get a 24 hour, $200 train ticket to get home. To top it off, I received terrible customer service from everyone and was told they would not compensate me in any way for this terrible and costly inconvenience. My flight to Moncton was delayed by several hours. Porter is cheap but by the time you pay for missing your transportation (not to mention the time you spend waiting on a delayed airplane) it's just not worth the penny pinching. "
"✅ Trip Verified | They lost our luggage on a one hour flight from Sudbury to Toronto. One of our checked bags made it however the other did not. The reasoning was due to an off loading and unloading error. Meaning they took it off and forgot to put it back on. Absolutely ridiculous, almost comical the care factor from the luggage people. Do not recommend unless you plan on traveling with no luggage."
"✅ Trip Verified | New York to Toronto. Always love Porter for the free food and drinks. Staff are usually lovely, but the stewartess on this flight was awful. When we walked in she was picking her nails and didn't even look up as she grabbed our ticket to check the flight number. Everything she said was said rudely and as if she would rather be anywhere else. She may as well have been rolling her eyes when doing the safety presentation. She is the only reason I am writing this review. Maybe she was having a bad day, but her demeanour was wildly unprofessional. Otherwise I usually love flying Porter."
"✅ Trip Verified |  Toronto to Newark. If you are flying with a family or if you are pregnant, do not fly with porter. We are a seasoned traveling family, we have two kids and a dog and my wife is pregnant. Generally, flying is tough, but we know what we are in for and come prepared. We checked two bags, and had a small carry on as well. They asked us to weigh the carry on, which they do not ask of people who check in online, and it was 2kg overweight. Rather than use her judgment and let it slide, the attendant made us unpack a bunch of stuff and put it in another bag. She sighted “policy” and “safety” as reasons why it needed to be done, but clearly it was unnecessary. And why enforce the rules on a family with two kids, a pregnant mom, and a dog, when single business men get away with heavy carry ons?  It’s been a terrible time on this airline in both directions and we will never fly with them again."
"✅ Trip Verified |  St John's to Halifax. Horrible airline. Last time I used them they made me remove stuff from my carry on for weight. And they broke my suitcase, I never received a replacement. This time they charged me for a check in bag and another $60 for carry on.  Ridiculous. Also my suitcase was broken again, but after complaining enough I received a replacement."
"✅ Trip Verified |  Toronto to Boston. Simply put, Porter Airlines does not deliver. They take your money and book flights at specified times but repeatedly cancel and delay flights and bump you to later flights to consolidate flyers, while being slow, robotic, and apologetic. They will tell you it’s a maintenance issue or weather issue but as a frequent flyer, this cannot always be the case. This is bad business practice in my opinion and they get away with it. They have done Toronto a disservice, and are lowering tourist potential."
"✅ Trip Verified |  Halifax to Ottawa. Porter Airlines may charge you for carry on when you book with a third party. I recently got hit with 100 dollar fee to take a 6lb carry on bag on a Basic Economy fare. If you use a third party to try to ease the cost of travel, you may be unable to take anything. I was unaware of FlightHub arrangement for finding a cheaper flight. When I booked with FlightHub, there was no way this information came up visible to see. It may be there in the extra fine print, but not where I could have made a decision not to book with Porter."
"✅ Trip Verified |  Newark to Toronto. They closed the gate 20 minutes before departure, the plane was at the gate but they would not let me board.  Nearly three hours later they issued a boarding pass for another flight."
"✅ Trip Verified | Toronto City to Montreal. Flight was late departing. No option to select seat at check in (only for a fee). Over the years this airline’s meals have decreased from a sandwich into a pack of almonds. Seats were not that clean and it smelled bad (my seat was near the bathrooms)."
"✅ Trip Verified |  Toronto to Newark. I had a nice experience with Porter Airlines. When I arrived to EWR, they automatically offered me a ticket on an earlier flight which landed in Toronto a hour and a half earlier than the flight I was booked on, so I accepted it. Check in was quick and easy and the staff was very friendly. The flight itself was great. The flight attendants were constantly cleaning the plane and walking through collecting trash. Landing in Toronto City airport was nice because it took about 10 minutes to go through customs, collect my suitcase from baggage claim, and head to free bus from the airport to the city. I had the same great experience on my return trip. I would love to fly with Porter Airlines again."
"✅ Trip Verified |  
Washington to Montréal via Toronto. I flew with Porter to come to Washington. On Friday, my flight was delayed for 1 hour and 30 minutes in Montreal, which made me miss my connecting in Toronto. I had to wait another 2 hours for the next flight. On my way back, I had a flight coming back on Sunday. My flight was cancelled and they gave me tickets for the first flight in the morning. I'm standing near the gate right now. The plane arrived 45 minutes late and my initial flight is now delayed for 45 minutes, which will make me miss my connecting going to Montreal. I will never fly again with Porter."
"✅ Trip Verified |  My family had a very stressful experience with Porter Airlines. Our flight was canceled going back from Toronto to Boston and we had to miss two days of work. They did not offer any kind of compensation or help. Very disappointed and we will never use Porter again, since they do not want to give us any compensation."
"✅ Trip Verified |  I was to fly to Toronto from Sault Ste. Marie at 13:55pm on September 3, 2018, only to have my Porter flight cancelled that day. I received an email about this cancellation, so thank goodness I noticed the email before leaving for the airport. As Porter rebooked me on the next available flight, I would not have arrived until well into the late evening. Then I was scrambling to make other arrangements, as I had kidney surgery the following day in Hamilton and arriving in Hamilton after 9:30pm would not have been acceptable.. My Aunt had travelled from Ottawa, to pick me up in Toronto, in order to drive me to Hamilton, from the Toronto airport. Not only did this disrupt her plans for the day, as she is not from Toronto, but I needed to be driven to Hamilton, in order to eat, rest and be at the hospital for 6am the following morning. I have all hospital documents to support my surgery information. The new Porter reschedule on September 3rd would have made me arrive in Hamilton extremely late at night, before a major surgery and not have time and energy to prep for the surgery properly. When I realized I could get on an earlier flight with Air Canada, I cancelled my entire, return Porter booking and was refunded by Porter. The Air Canada flights were more expensive and I expected to have those additional costs reimbursed to me.  I then rebooked my September 7th flight with Air Canada, as well, as I am unsatisfied with Porter and the way this flight was cancelled. I was so upset by this cancellation and did not want to fly with Porter again.  Porter did not respond to my request but sent me a $50 travel voucher. When I followed up about my fie they said I was not eligible for reimbursement."
"✅ Trip Verified |  Halifax to Toronto. Had to cancel a flight 30 hours before leaving and the web site says before 24 hours you get a refund. I only got 118 dollar credit for the return flight from a 475 dollar flight. Nothing from the departure. My guidelines were all by the rules to get a refund and I got robbed. I saved for three months and they took it like it was theirs."
"✅ Trip Verified |  Montreal to Halifax. My flight was cancelled for a reason they could have anticipated (Toronto airshow). The staff at the airport was so rude. They said they were unable to help book my accommodation, it was Labour Day. The cheapest room I could find was $600 and 45 mins from the airport. I submitted my request for reimbursement 6 weeks ago. Initially I was told it would take 2 weeks, now 6-8 weeks. I’m sure once that deadline has passed it will be something else. I am a student. I have been carrying the cost on my credit card and they’ve refused to reimburse my interest. I would not recommend flying with Porter."
"✅ Trip Verified | Chicago to Montreal via Toronto. Stay away. Plane underwent maintenance at the last minute, so 100 people had to be diverted onto other flights. And this was just on the way there. On the way back the same thing happened, again with no notice whatsoever. Unbelievably disorganized - even worst than Spirit or other budget airlines. Got a voucher for a hotel in the middle of nowhere, at least, with a $8 breakfast voucher. Complete joke."
"✅ Trip Verified |  Halifax to Toronto. Porter cancelled my flight without warning at 6:30am 30 minutes before the flight was supposed to leave. 20 minutes before my flight was supposed to leave, I received an email saying that I had been automatically rescheduled to another Halifax-Toronto flight taking place 3.5 days later. Other would-be passengers received emails saying they were put on flights a week late. Finally, when a customer service rep showed up at when takeoff was scheduled, she told us all we could do was go to the front desk and be refunded if we didnt want to take the flight Porter had automatically put us on. I waited in a very long line to talk to a customer service rep who was very unsympathetic and offered me no option except a refund, which I had to accept because I only arranged to spend the weekend in Halifax. I should also add that none of the passengers were given any explanation or the cancellation and when I asked, the rep said that a one member of the crew had called in sick. The flights to Toronto with other airlines at the airport were $700-900, which was much more expensive than the $339 ticket from Porter that I had purchased weeks before. I was not offered any compensation for this huge price hike but was given a meal coupon and told I could call a 1-800 number where someone may or may not cover some of the cost. When I asked for help in doing this, the customer service rep was unconcerned and said no. I ended up having to take the bus from Halifax to Toronto since there were no affordable flights and I needed to get to Toronto for school, work and appointments within the next 36 hours. The next day, while on a 31 hour long bus ride, I received an email from Porter with a $50 coupon for my ‘next’ flight with them, which I certainly will never use. Both the situation and Porter’s follow-up were unacceptable and I would advise against booking with them."
"✅ Trip Verified |  I had a 7am Flight from Halifax to Montreal. At 7am no personnel, only a screen that said Flight Cancelled. We had to ask Air Canada to get a Porter agent to come up after 15 minutes. A general message was given, sorry for inconvenience, flight is cancelled due to personnel sick and no other options all other flights are booked. They reimbursed but left us run to get another flight. It is oct 9 Thanksgiving so last minute flight was 700$ (the cheapest price). The offered 50$ on the next flight with Porter. Leaving us on our own, not paying for the difference. I did phone the Complaint and they hung up on me when I asked to talk to a supervisor to discuss the situation. Poor service, poor personnel, very bad company"
"✅ Trip Verified | Montreal to Newark via Toronto. Flying with Porter for the first time. And the last one. AM flight cancelled last minute. No alternative provided for the same day. Other people in the queue have been cancelled twice in the same day! Never again."
"✅ Trip Verified |  Toronto to Montreal. I am Porter Premium Access, which you think would come with cool perks but really it means I've been consistently delayed, disrupted and cancelled. I've started taking air Canada for work trips because I can't afford the risk that I'll be late or miss a meeting. I booked porter on a Saturday and sure enough, most flights were delayed and mine ended up being cancelled so I spent my Saturday afternoon trapped at the airport. Billy Bishop is doing major renovations and it's looking really good, but Porter Airlines does not offer the services to match this. Really disappointed in Porter and will continue to take Air Canada."
"✅ Trip Verified |  Halifax to St John's. I have flown twice with Porter but today was just something else. I have never seen an airline that charged me for a carry on bag at the airport. I didnt have any money coz i wasn't prepared for this charge. It was the most embarrassing moment of my life.  I just think this is something the airline have to direct immediately. If you want to charge then include it in your online price not surprise me as I check in."
"✅ Trip Verified |  St Johns to Montreal. I had a very negative experience I had with my Porter flight. I showed up at approximately 2pm for my flight - I showed my drivers licence ID to the customer service representative, and she said to come back in 1 hour to check in. I came back in 1 hour and was informed. “Oh, your driver's license is expired, we can’t accept it.” I was denied boarding. I argued that it was still a valid form of ID- and said ‘Only valid as photo ID’ on a sticker affixed by the licensing authorities in Ontario, but the customer care rep. Didn’t budge. I asked for a supervisor to be called but was denied. I was advised to call Porter Airlines to rebook / get a refund. After waiting on hold for 45 minutes I was informed “you have to call the travel agent that you booked it through”. Upon calling the travel agency, I was informed “porter airlines won’t let us refund or rebook the flight.” Part 2 By this time all the Porter Reps had left the wicket at the airport, so I had no further redress. Leaving me stranded, inconvenienced, and having to pay out an awful lot. "
"✅ Trip Verified |  Quebec to Toronto. Cancelled/rebooked both flights on my way to and from Quebec. Weather conditions preventing flights is understandable but not the miserable job Porter did of rebooking flights with connections, and accommodating with hotels. They rebooked the 1st leg of a connection flight to a date after the 2nd leg. "
"✅ Trip Verified | Timmins to Toronto. Always disappointed with the having to wait in the airplane on the tarmac when landing for other aircraft boarding. This made me miss my plans for pick up. In addition, this flight was half an hour late and never posted as being delayed. Highly inconvenient and intend to use Air Canada leaving from Pearson on my next trip"
"✅ Trip Verified |  We went on a last minute trip to Montreal for the summer. Flight there was fine and had no problems. On our way home to Washington D.C. we had a connecting flight to Toronto (on a Friday). Midway from Montreal to Toronto we were flown back to Montreal, because Toronto had partially flooded due to weather issues. We waited on the plane in Montreal and they took us back to Billy Bishop Airport in Toronto. Once we had arrived at the airport, they told us they had canceled all flights to Washington D.C. until the next Wednesday (the day my siblings and I started school). Many other people were stuck at the airport (a couple from Chicago and a lady from somewhere in the U.S. and many others). We were told we would have to pay for new plane tickets for 6 people after we had already paid for the canceled flight. We were told we would get a small refund about a month later. We took a train to the Pearson airport and got a rental van that we drove 10 hours in back to our home."
"✅ Trip Verified |  Toronto to Newark. Porter is the west airline. My flight was delayed 45 minutes and then cancelled. I was then booked onto a flight 9 hours later. There was no communication. In fact, only if a person is standing at the screen at the airport, there is no indication of what is happening. Sure, there are updates on you’re phone but no announcements. Beyond poor communication, the attendants are obviously poorly trained. I went to the counter to check on my delay. As the attendant is checking my flight status her phone rings. She picks up and walks away without explanation. I stood there for 10 minutes before her colleagues decided she should help me. My return flight was equally dissatisfying. Without any explanation, I was delayed an hour and just made my connection. I cannot understand how this airline believes a few free cookies and water will be compensation for all the turmoil they cause passengers. I would never recommend them. Even if I paid double, I would prefer to fly their competitors which seem to have better on time performance."
"✅ Trip Verified |  Newark to Toronto. Porter cannot manage even minor weather delays without spiralling out of control. Delays from minor interruptions get exacerbated with each successive flight. A brief ground stop due to lightning (let's say one hour for example) throws them so far off their game that cascading delays occur and translate into 3 and 4 hours delays of later flights and ultimately result in complete cancellations, without compensation. Either their scheduling is too tight to deal with relatively minor hiccups or they have such low priority at US airports that they lose landing/takeoff spots with no ability to recover. Either way, the customer suffers, communication is terrible and recourse is nonexistent. I do not understand how they get away with labelling delays and cancellations as ""weather"" (ie. you are out of luck for compensation) only because the fiasco began with a minor weather event but was actually caused by Porter's own overloaded and badly managed business model. In July, only 34 percent of porter flights from Newark to Toronto departed on time. This is outrageous. Over 30 percent of these flights were excessively delayed. Fully 10 percent were cancelled entirely."
"✅ Trip Verified |  Ottawa to Halifax. The flight was first delayed and then canceled. I tried to talk to the customer service and they said as the problem is from the weather, it's not their fault and all they can do is refund my tickets. They didn't help me with any compensation; taxi or hotel, even though it was late at night and I was visiting Ottawa at that point. They kept saying, it's not our fault, its the weather. In conclusion, avoid it."
"Boston to Toronto. My original flight for Friday was cancelled, and they rebooked me in on Saturday afternoon for 4:55pm. No attempt was made to cover the extra night of accommodation that I had to pay for. The new flight that I was on was delayed several times until 6:20pm, then the flight was delayed while we were on the runway before takeoff, then delayed again when we arrived in Toronto before we disembarked. It was constant frustration after frustration with Porter - they sent a voucher for $50.00 that expired the day of, and I didn't see it until the next day anyway! Called to speak about remediation for the multiple delays and cancellation, was put on hold for a full hour, and then the response was slightly less than helpful - they told me to email them and wait for a response that could take up to 15 business days. I will never fly Porter again, not even if they paid me to do it!"
"✅ Trip Verified |  I booked a flight from Toronto to Chicago round trip. In both routes, there was a significant delay. Porter airport in downtown Toronto felt like a WWI shelter. I received an email that the flight is rescheduled after the actual time of departure was passed. And this scenario was repeated 4 times, a result of a 4-hour delay--although it was a beautiful summer day. The way back from Chicago to Toronto, the flight was also delayed, this time with no email notification. Not a reliable airline."
"✅ Trip Verified |  Toronto to Halifax via Ottawa. The cancellation of my flight turned a weekend trip to explore a new province meet up with a friend I hadn't seen for 14 years, and fishing on the ocean for the first time into spending 8.5 hours on the phone. Their representatives tell me that while they are very sorry but they were only able to put a note saying to give refund when requested. At first it looked like $1300 loss of the weekend I was able to get down to 40% at this current time via 10 hours on the phone in total. I really feel that the raccoon should be a weasel at this point for their mascot. Nothing against weasels but the way they will hide behind legal disclosures can only be described as such."
"✅ Trip Verified | Newark to Toronto. This airline knows how to frustrate travellers. Flight was originally supposed to leave at 410pm, 6 different time changes later it’s 630pm and there is yet another delay. There are no clouds in the sky and the sun is shining as I write this review. The best part is that my original flight was yesterday at 4pm. As I talk to other passengers, I find out that some were supposed to fly out today we’re bumped to earlier flights today. Thank you Porter for making sure you ruin flyers who were supposed to leave yesterday by letting others scheduled to fly 24 hours after you ahead of them. Speaking to your staff on site, not one of them cared or tried to do anything differently. So much for enjoying the long weekend with our families, there were 7 of my coworkers that were put off by this. Now I get to sit and not arrive home until tomorrow - 48 hours after my original flight (we had to pay for our flights today too!)"
"✅ Trip Verified | Toronto to Quebec City. Ridiculous! Flight is delayed because they overbooked it. They're offering 400$ to take the next flight which is 2 days later. In downtown Toronto it barely covers a night in a hotel, not to mention food costs, etc. And they're threatened to cut people based ""on priority"". Never taking Porter again."
